ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
465,10000,2,3,1,25,0,0,0,-1,0,-1,16970.0,58391.0,51245.0,57781.0,18413.0,7267.0,7493.0,5871.0,1199.0,1151.0,7678.0,3033.0,1
466,360000,1,2,1,22,-1,-1,0,1,-1,-1,14805.0,25244.0,18566.0,49109.0,42278.0,15448.0,1043.0,5723.0,2675.0,4517.0,642.0,41.0,0
467,20000,2,4,3,36,0,-1,-1,0,0,-1,26821.0,9034.0,35836.0,49197.0,46109.0,47538.0,7875.0,5109.0,4960.0,6412.0,5621.0,7396.0,0
468,120000,2,3,3,28,1,-1,-1,-1,0,-1,9649.0,4267.0,14960.0,13539.0,3039.0,58425.0,3378.0,1073.0,1927.0,2554.0,4676.0,5096.0,0
469,20000,1,3,1,63,0,0,-1,0,-1,-1,24279.0,51435.0,5693.0,26305.0,30079.0,16205.0,204.0,7038.0,565.0,3650.0,1375.0,3693.0,0
470,360000,1,3,3,31,0,3,0,0,0,0,21468.0,6793.0,16051.0,21124.0,26921.0,24043.0,2475.0,77.0,6586.0,8.0,1701.0,862.0,1
471,180000,2,4,1,34,-1,-1,3,2,-1,0,16802.0,25137.0,13690.0,5787.0,30461.0,54917.0,3699.0,3407.0,4244.0,5630.0,2275.0,570.0,1
472,180000,1,3,1,68,3,0,0,3,-1,-1,46536.0,40121.0,33159.0,4505.0,10298.0,9739.0,5414.0,3473.0,3173.0,6928.0,5479.0,3829.0,1
473,90000,2,2,1,61,0,1,0,0,0,-1,19903.0,30785.0,1241.0,37346.0,27904.0,15670.0,4530.0,7968.0,4422.0,6210.0,2389.0,5192.0,1
474,90000,2,4,2,31,-1,1,3,1,-1,1,41703.0,15754.0,14388.0,25244.0,7376.0,3354.0,1087.0,716.0,5907.0,3435.0,6624.0,2082.0,1
475,120000,1,3,1,39,-1,0,0,1,0,0,43217.0,6475.0,34066.0,49543.0,56749.0,14086.0,3905.0,3806.0,10.0,360.0,2958.0,5955.0,0
476,180000,1,4,2,46,-1,0,-1,0,-1,0,39951.0,42684.0,23626.0,40121.0,35223.0,38170.0,1861.0,2862.0,3522.0,3936.0,876.0,3139.0,0
477,180000,2,1,1,53,0,0,1,0,0,0,16159.0,29417.0,38156.0,5110.0,2070.0,20893.0,2156.0,781.0,2033.0,7523.0,763.0,88.0,1
478,10000,1,2,1,66,2,1,-1,-1,-1,-1,49765.0,2886.0,39336.0,50290.0,30339.0,59002.0,5691.0,1789.0,734.0,668.0,3202.0,4296.0,1
479,120000,1,4,2,63,0,-1,-1,1,1,1,14193.0,10871.0,57922.0,29765.0,55580.0,53493.0,6426.0,3376.0,287.0,1711.0,3263.0,1448.0,0
480,10000,2,3,3,68,-1,2,0,3,-1,2,16627.0,33762.0,50161.0,33954.0,44571.0,53747.0,1249.0,7330.0,3524.0,6696.0,5868.0,115.0,1
481,50000,2,4,3,22,1,-1,2,-1,0,2,52499.0,10103.0,13693.0,57941.0,16376.0,43582.0,4818.0,3105.0,4351.0,4545.0,3828.0,1040.0,1
482,180000,2,1,2,32,-1,1,-1,1,-1,-1,20381.0,23486.0,41564.0,38404.0,53538.0,42126.0,3376.0,7040.0,4061.0,1362.0,1309.0,2276.0,1
483,20000,2,1,1,48,1,-1,0,2,-1,-1,41821.0,7471.0,37634.0,1337.0,11131.0,30580.0,2693.0,5870.0,6263.0,194.0,1706.0,4118.0,1
484,180000,2,4,3,23,-1,-1,-1,-1,0,-1,2540.0,47818.0,35659.0,10636.0,14800.0,59435.0,5703.0,6551.0,3662.0,3284.0,4532.0,7916.0,0
485,90000,1,2,3,38,0,-1,-1,0,1,-1,36859.0,37824.0,47938.0,25580.0,9299.0,5721.0,1990.0,6829.0,4719.0,4759.0,2673.0,1746.0,0
486,20000,2,3,3,28,2,0,-1,2,2,-1,52124.0,47037.0,8863.0,2232.0,55379.0,43369.0,6123.0,5711.0,6529.0,6722.0,5374.0,459.0,1
487,50000,2,2,3,66,-1,-1,0,3,-1,0,42522.0,3147.0,22510.0,10048.0,43014.0,8415.0,3205.0,5867.0,5258.0,7070.0,7384.0,1530.0,0
488,90000,2,2,3,24,0,-1,1,-1,-1,-1,34945.0,22533.0,48966.0,47501.0,31079.0,20355.0,759.0,1232.0,7286.0,3662.0,2838.0,2555.0,1
489,180000,2,4,3,28,3,0,-1,-1,0,2,50941.0,16056.0,53529.0,8567.0,40074.0,15337.0,6337.0,5736.0,1772.0,3379.0,4415.0,1641.0,1
490,120000,1,1,2,30,-1,0,-1,0,0,-1,17887.0,37362.0,2236.0,10022.0,15530.0,36073.0,6815.0,386.0,6294.0,7449.0,6655.0,2571.0,0
491,360000,2,4,2,28,-1,1,-1,-1,-1,-1,22606.0,49289.0,28288.0,30280.0,4239.0,47232.0,4504.0,5899.0,5573.0,6215.0,1682.0,7752.0,0
492,360000,1,4,1,48,0,1,-1,-1,1,1,4164.0,13652.0,15851.0,5470.0,50747.0,4785.0,5791.0,5231.0,4662.0,1674.0,4085.0,3035.0,1
493,180000,2,3,1,38,-1,0,0,-1,0,0,41902.0,46184.0,10077.0,15341.0,57852.0,36099.0,1180.0,6055.0,29.0,5450.0,2441.0,5077.0,0
494,120000,1,2,3,65,-1,-1,0,-1,0,-1,43404.0,34824.0,3423.0,56253.0,2131.0,13300.0,2714.0,5138.0,4331.0,5721.0,5015.0,5478.0,0
495,50000,1,1,3,33,0,-1,0,0,-1,0,45082.0,49443.0,32282.0,37888.0,3101.0,4619.0,2799.0,2949.0,6867.0,1871.0,5944.0,1041.0,0
496,50000,1,3,3,47,1,2,-1,0,0,-1,44924.0,4875.0,40045.0,57811.0,33570.0,25052.0,6110.0,2955.0,5156.0,7823.0,1126.0,1981.0,1
497,10000,2,2,1,53,-1,-1,0,0,-1,-1,7643.0,59455.0,31875.0,21255.0,2581.0,34875.0,2816.0,4769.0,40.0,2374.0,1499.0,3325.0,0
498,50000,2,1,2,51,-1,0,-1,1,1,0,39970.0,26076.0,22102.0,36975.0,43297.0,12109.0,5826.0,3781.0,2302.0,4396.0,185.0,3682.0,0
499,360000,1,2,1,60,1,2,-1,0,-1,-1,45799.0,16804.0,46278.0,14313.0,56721.0,23388.0,2454.0,2724.0,4554.0,3949.0,96.0,105.0,1
500,50000,1,4,3,30,0,2,2,-1,1,0,12226.0,10963.0,39122.0,22718.0,16798.0,57210.0,4807.0,3913.0,6494.0,5537.0,405.0,5158.0,1
501,10000,1,2,1,45,1,0,1,-1,1,-1,28588.0,59094.0,54505.0,10479.0,17660.0,20805.0,1678.0,4292.0,3559.0,7213.0,5654.0,2405.0,1
502,120000,1,1,1,60,0,0,2,-1,0,0,54792.0,53002.0,20821.0,49994.0,51809.0,59735.0,4467.0,1919.0,6854.0,3145.0,7231.0,2578.0,1
503,360000,2,3,2,63,2,0,2,-1,-1,1,24888.0,7871.0,14338.0,11042.0,21371.0,50053.0,646.0,5105.0,6366.0,3076.0,3277.0,4824.0,1
504,360000,1,1,3,51,0,1,0,-1,-1,-1,45189.0,26694.0,27344.0,12283.0,14417.0,22256.0,5877.0,2513.0,2137.0,6010.0,7061.0,7590.0,0
505,20000,1,4,3,52,-1,-1,2,-1,0,-1,31820.0,44012.0,30412.0,27828.0,5056.0,34608.0,232.0,2141.0,1559.0,7618.0,5837.0,6919.0,1
506,90000,1,4,1,63,1,-1,0,-1,0,0,39465.0,35446.0,27477.0,25763.0,50392.0,42553.0,7994.0,3347.0,7222.0,7270.0,6460.0,7837.0,1
507,90000,1,4,1,51,0,0,-1,0,2,1,37590.0,11342.0,49944.0,18830.0,55554.0,27878.0,6711.0,826.0,4713.0,6022.0,5919.0,3308.0,0
508,20000,2,4,1,67,-1,-1,-1,0,-1,0,39056.0,21622.0,2734.0,21421.0,4712.0,24466.0,4628.0,4825.0,6789.0,5624.0,1596.0,957.0,0
509,20000,2,1,1,27,-1,0,-1,2,1,0,46762.0,22088.0,31666.0,17701.0,48176.0,19784.0,7276.0,5867.0,7377.0,6149.0,4186.0,1727.0,0
510,20000,1,1,2,38,0,-1,-1,1,-1,0,54261.0,17324.0,25813.0,54761.0,9595.0,8370.0,6469.0,7646.0,3395.0,7487.0,4203.0,2750.0,0
511,360000,2,2,1,26,-1,1,-1,0,-1,-1,17739.0,57642.0,12651.0,34822.0,8331.0,1495.0,1142.0,2268.0,365.0,85.0,5132.0,2401.0,1
512,180000,1,2,1,25,-1,1,0,-1,-1,0,55698.0,12175.0,38463.0,55186.0,22859.0,20215.0,5954.0,4307.0,7272.0,4709.0,6368.0,1663.0,1
513,180000,1,4,2,44,-1,0,1,0,0,-1,37671.0,42396.0,48079.0,59208.0,26201.0,47744.0,3018.0,4028.0,4668.0,272.0,901.0,1207.0,1
514,180000,1,3,1,32,0,1,0,-1,-1,0,35738.0,54712.0,32763.0,39053.0,51243.0,14002.0,6846.0,5849.0,963.0,4617.0,5397.0,1494.0,1
515,360000,1,3,1,40,0,-1,-1,0,-1,-1,19663.0,47688.0,5097.0,49539.0,41984.0,10784.0,6910.0,4998.0,4238.0,3157.0,6664.0,5266.0,0
516,10000,1,4,1,42,0,0,0,-1,1,-1,25000.0,47967.0,4517.0,6644.0,8675.0,19684.0,7636.0,6456.0,223.0,2437.0,924.0,3927.0,0
517,360000,2,3,1,51,-1,-1,-1,0,0,0,39097.0,9528.0,25297.0,56964.0,35044.0,35933.0,3607.0,6805.0,2318.0,7127.0,3319.0,300.0,0
518,10000,2,2,2,67,-1,1,-1,-1,-1,0,21824.0,7995.0,40083.0,28931.0,52526.0,12901.0,1544.0,908.0,2782.0,5677.0,7164.0,4510.0,0
519,90000,2,2,3,62,0,1,-1,0,-1,0,17237.0,46975.0,18810.0,42806.0,39726.0,13223.0,1000.0,2840.0,3634.0,4539.0,194.0,6738.0,0
520,120000,1,3,3,39,-1,2,-1,1,0,0,49144.0,44803.0,18531.0,14719.0,13783.0,6740.0,1323.0,5224.0,4523.0,7055.0,1285.0,3405.0,1
521,50000,1,1,1,36,0,1,-1,1,-1,2,24925.0,44513.0,51606.0,5730.0,7730.0,19932.0,7934.0,4350.0,6715.0,783.0,6431.0,2548.0,1
522,20000,1,3,1,58,-1,2,1,0,-1,1,38676.0,25111.0,866.0,53094.0,27150.0,13045.0,4690.0,3856.0,2811.0,5170.0,1374.0,2180.0,1
523,20000,1,3,2,27,-1,-1,1,0,0,1,1871.0,31406.0,4784.0,26966.0,28331.0,49872.0,2814.0,1385.0,5882.0,1249.0,5615.0,3035.0,0
524,180000,1,3,2,47,-1,2,0,-1,-1,0,4635.0,923.0,9335.0,8304.0,21164.0,54345.0,3594.0,4579.0,7536.0,1864.0,7208.0,2228.0,1
525,50000,2,3,3,41,0,0,-1,0,0,0,50890.0,17461.0,59015.0,39508.0,6555.0,22230.0,1383.0,5924.0,5988.0,1481.0,3988.0,7393.0,0
526,50000,2,4,3,29,-1,0,1,0,-1,0,8531.0,31702.0,29853.0,3258.0,7087.0,5113.0,4565.0,307.0,2037.0,4352.0,3876.0,7937.0,0
527,360000,2,4,2,51,1,0,0,-1,-1,0,47748.0,7543.0,9497.0,27028.0,31739.0,5247.0,3405.0,4732.0,5421.0,5032.0,3429.0,2746.0,1
528,20000,2,3,1,36,-1,-1,-1,-1,-1,-1,54011.0,7802.0,18624.0,42265.0,56658.0,19485.0,6384.0,7249.0,2249.0,6047.0,2983.0,7389.0,0
529,360000,2,2,1,30,0,-1,0,2,-1,0,28883.0,2712.0,58165.0,43225.0,35876.0,27808.0,169.0,4589.0,3823.0,3524.0,3040.0,6828.0,1
530,360000,2,1,1,53,0,-1,0,0,-1,-1,53069.0,12596.0,41662.0,27197.0,26290.0,31706.0,7453.0,7622.0,5078.0,7514.0,4429.0,607.0,0
531,120000,1,4,1,29,-1,-1,0,0,-1,-1,25633.0,59572.0,13421.0,22197.0,55877.0,18248.0,485.0,2820.0,2345.0,2988.0,7164.0,3926.0,0
532,20000,2,4,3,53,0,0,-1,0,2,1,57109.0,41762.0,14439.0,50301.0,41419.0,21270.0,3339.0,27.0,30.0,1252.0,7851.0,5252.0,0
533,20000,2,3,1,28,-1,1,0,0,1,-1,14226.0,56895.0,4497.0,11084.0,43074.0,17021.0,2725.0,5456.0,6697.0,292.0,6926.0,3377.0,1
534,20000,2,4,3,42,0,0,-1,0,-1,0,25671.0,15428.0,46367.0,4477.0,34516.0,31056.0,5743.0,1702.0,5820.0,1019.0,957.0,3655.0,0
535,120000,2,4,2,60,-1,0,-1,-1,0,0,23334.0,35930.0,8244.0,9410.0,45773.0,41814.0,5265.0,77.0,985.0,3560.0,2454.0,3953.0,0
536,20000,1,4,2,32,1,0,-1,0,0,-1,47043.0,53513.0,17188.0,48064.0,30102.0,2605.0,1574.0,1441.0,3019.0,3303.0,6055.0,5510.0,1
537,90000,2,3,2,58,2,0,2,0,1,1,2623.0,21121.0,20902.0,28194.0,37323.0,28722.0,3925.0,7472.0,2093.0,6833.0,4364.0,2350.0,1
538,10000,1,1,3,56,-1,-1,-1,-1,-1,-1,49693.0,39430.0,37251.0,2240.0,36994.0,38914.0,4276.0,6250.0,7821.0,1004.0,2674.0,4775.0,0
539,90000,2,1,1,65,0,1,-1,1,-1,1,1405.0,41570.0,36379.0,10126.0,45159.0,40353.0,3711.0,2200.0,7534.0,2098.0,2489.0,1947.0,1
540,10000,2,1,1,29,1,-1,-1,-1,-1,1,18941.0,49937.0,47952.0,1684.0,53900.0,33808.0,174.0,4784.0,5531.0,7843.0,936.0,7114.0,1
541,120000,2,2,2,56,-1,0,1,0,-1,-1,35764.0,58168.0,17836.0,48865.0,17655.0,31508.0,1424.0,2714.0,3526.0,228.0,2659.0,677.0,1
542,10000,1,3,2,66,1,1,0,0,-1,-1,8720.0,36911.0,23133.0,27678.0,41958.0,40857.0,4030.0,1418.0,417.0,3394.0,3375.0,535.0,1
543,20000,2,2,2,58,0,0,2,0,1,-1,29407.0,34952.0,23317.0,4083.0,1899.0,22702.0,2083.0,7907.0,1975.0,1585.0,3327.0,301.0,1
544,20000,2,1,3,30,2,1,-1,0,2,-1,59821.0,52130.0,2808.0,13277.0,31948.0,34035.0,4362.0,6511.0,741.0,4268.0,4390.0,2796.0,1
545,180000,1,1,2,61,3,-1,-1,2,-1,-1,49392.0,41071.0,44254.0,36987.0,53922.0,19167.0,1309.0,2907.0,6315.0,7789.0,2183.0,4849.0,1
546,10000,1,4,1,26,-1,1,0,0,0,3,1813.0,21701.0,32126.0,35623.0,38711.0,26274.0,5883.0,2827.0,705.0,1816.0,1647.0,7883.0,0
547,90000,2,4,1,49,0,0,-1,0,-1,-1,35505.0,37808.0,28540.0,49157.0,16061.0,7445.0,1507.0,6524.0,5420.0,2962.0,7100.0,3637.0,0
548,120000,2,2,3,45,0,1,1,0,0,1,35840.0,32948.0,59724.0,1549.0,36383.0,21008.0,5195.0,3686.0,7620.0,3593.0,3242.0,1458.0,1
549,90000,2,4,1,47,-1,0,1,-1,0,-1,4093.0,13725.0,10730.0,4163.0,21464.0,8524.0,6692.0,3015.0,2463.0,6387.0,2038.0,2945.0,0
550,120000,2,3,2,46,-1,1,0,-1,-1,3,39012.0,30953.0,58139.0,2123.0,25987.0,13586.0,2867.0,3098.0,5472.0,7877.0,5085.0,1018.0,0
551,180000,1,4,2,22,3,3,3,0,1,-1,31260.0,37413.0,40822.0,23643.0,13685.0,25167.0,1115.0,3574.0,7032.0,772.0,4338.0,3775.0,1
552,50000,2,4,3,45,-1,0,0,-1,3,0,40907.0,54227.0,13261.0,43628.0,37485.0,30004.0,45.0,4171.0,3420.0,3909.0,4611.0,5831.0,0
553,180000,1,3,3,66,0,1,-1,-1,0,0,17850.0,34828.0,40711.0,39780.0,11900.0,56519.0,2884.0,320.0,3590.0,6020.0,1772.0,284.0,1
554,50000,2,2,2,42,1,0,0,-1,0,-1,15337.0,9894.0,45341.0,12609.0,26614.0,1563.0,923.0,3841.0,1603.0,70.0,5785.0,6219.0,1
555,360000,1,3,1,34,-1,0,-1,0,0,1,44157.0,59258.0,21748.0,39434.0,56354.0,53913.0,7054.0,3519.0,3420.0,6448.0,1538.0,1828.0,0
556,90000,2,2,2,69,0,2,1,-1,-1,-1,43294.0,34683.0,20697.0,39385.0,45456.0,19694.0,7784.0,2196.0,6989.0,1940.0,6691.0,5378.0,1
557,180000,1,2,2,25,3,-1,-1,1,-1,0,9703.0,17226.0,50111.0,11483.0,24861.0,43449.0,7845.0,2843.0,5306.0,4147.0,3392.0,6523.0,0
558,360000,2,3,1,44,0,0,-1,0,0,0,12983.0,45265.0,9616.0,44995.0,58134.0,40672.0,7378.0,3396.0,1612.0,7827.0,3273.0,6209.0,0
559,180000,1,3,2,46,-1,-1,0,0,-1,0,35181.0,23082.0,800.0,25337.0,836.0,58250.0,4693.0,2928.0,4212.0,5081.0,3107.0,5359.0,0
560,180000,1,3,1,44,-1,-1,-1,-1,1,-1,49742.0,22202.0,39954.0,3559.0,57591.0,6523.0,2600.0,7266.0,5653.0,7912.0,3383.0,5549.0,0
561,90000,2,2,2,66,2,1,-1,0,0,-1,12107.0,50366.0,54392.0,23434.0,21127.0,58031.0,3572.0,4228.0,618.0,4827.0,5322.0,1500.0,1
562,10000,1,2,3,41,-1,-1,0,-1,0,-1,13147.0,52054.0,30052.0,46185.0,49244.0,3773.0,2070.0,4023.0,6106.0,1683.0,3973.0,1086.0,0
563,90000,2,1,3,68,0,-1,-1,0,-1,-1,48466.0,31435.0,8098.0,41772.0,56851.0,52638.0,6721.0,2103.0,1609.0,5540.0,1014.0,3050.0,1
564,20000,2,3,1,24,-1,-1,0,-1,3,-1,41802.0,22380.0,32353.0,16105.0,36105.0,39130.0,3491.0,7331.0,2357.0,4922.0,4530.0,4865.0,0
565,360000,2,3,3,56,0,0,-1,2,-1,2,54137.0,51796.0,15113.0,45414.0,36629.0,28914.0,3080.0,185.0,3330.0,2485.0,2136.0,4945.0,0
566,20000,1,4,1,50,2,1,-1,-1,-1,0,47004.0,10398.0,49643.0,23372.0,44959.0,23866.0,5519.0,4401.0,4039.0,615.0,866.0,6215.0,1
567,20000,1,3,2,32,0,1,-1,0,-1,0,57196.0,44831.0,36726.0,27614.0,14384.0,5615.0,2990.0,1350.0,7328.0,5185.0,6719.0,2467.0,1
568,20000,1,2,1,32,3,-1,1,-1,0,-1,11336.0,35042.0,20192.0,5198.0,10682.0,48109.0,2854.0,6150.0,1783.0,4619.0,2501.0,6924.0,1
569,120000,2,1,1,56,-1,0,2,0,3,-1,16316.0,51243.0,37473.0,59823.0,20620.0,43677.0,1818.0,3026.0,2046.0,6189.0,4760.0,3593.0,1
570,90000,2,1,1,52,0,0,-1,0,-1,0,14279.0,25234.0,40025.0,50317.0,28741.0,56238.0,538.0,2348.0,3031.0,1007.0,1375.0,1969.0,1
571,360000,2,2,1,50,1,0,2,-1,2,-1,3326.0,49921.0,40724.0,11695.0,44572.0,43825.0,303.0,463.0,6858.0,4309.0,2714.0,5883.0,1
572,50000,2,2,3,23,0,0,0,-1,-1,-1,46746.0,911.0,21971.0,33643.0,15438.0,57422.0,3222.0,6323.0,7721.0,6549.0,3086.0,1019.0,1
573,20000,1,2,1,50,-1,-1,0,-1,0,0,39705.0,45496.0,34237.0,46821.0,33887.0,53208.0,7962.0,3171.0,3635.0,7129.0,1071.0,3242.0,0
574,10000,1,2,2,69,1,0,0,-1,-1,0,5159.0,4190.0,2563.0,30279.0,209.0,25535.0,2084.0,2114.0,5545.0,7516.0,7786.0,6248.0,1
575,10000,1,4,3,21,-1,0,0,3,0,3,11887.0,38544.0,24212.0,12647.0,1855.0,42223.0,5128.0,6754.0,7338.0,1695.0,2492.0,6168.0,0
576,50000,1,1,3,43,0,0,1,0,0,-1,11445.0,11716.0,22680.0,58113.0,58004.0,15859.0,2599.0,156.0,6772.0,1383.0,4661.0,2052.0,1
577,360000,1,2,3,45,3,0,0,-1,0,0,24175.0,57808.0,32080.0,16128.0,51017.0,47713.0,2421.0,3750.0,5450.0,4608.0,4524.0,1332.0,1
578,90000,1,1,1,64,-1,1,0,2,-1,-1,27331.0,46159.0,57002.0,20070.0,51830.0,36516.0,1303.0,1285.0,4324.0,3701.0,3435.0,255.0,0
579,360000,1,2,3,34,-1,0,-1,-1,1,-1,17339.0,6277.0,57212.0,22297.0,19723.0,26419.0,4507.0,1015.0,7874.0,1874.0,4684.0,715.0,0
580,10000,1,3,2,44,-1,-1,-1,0,3,0,55810.0,53522.0,28995.0,53446.0,30821.0,37691.0,5270.0,173.0,1912.0,816.0,4527.0,6601.0,0
581,10000,2,1,1,56,-1,1,0,0,0,-1,12766.0,15116.0,38768.0,30000.0,40482.0,16631.0,2801.0,1496.0,2902.0,1149.0,640.0,6268.0,0
582,180000,2,2,2,23,-1,1,-1,2,0,0,33712.0,32738.0,6493.0,43181.0,15249.0,37340.0,4213.0,7576.0,5703.0,2713.0,5352.0,4047.0,0
583,10000,2,1,3,60,0,-1,-1,0,1,0,26278.0,5116.0,28935.0,54072.0,44666.0,28488.0,3809.0,3564.0,167.0,5915.0,913.0,4560.0,0
584,10000,1,4,2,61,-1,0,-1,0,-1,-1,23260.0,6333.0,41269.0,55711.0,41578.0,19306.0,2166.0,7999.0,4004.0,520.0,3479.0,2613.0,0
585,50000,1,3,1,56,0,-1,-1,3,1,2,49547.0,14478.0,40967.0,51385.0,24436.0,58531.0,5533.0,2138.0,6835.0,841.0,2917.0,1536.0,0
586,360000,1,1,3,52,-1,0,0,-1,-1,0,58702.0,32065.0,57802.0,54468.0,26088.0,3825.0,4430.0,6097.0,1414.0,2116.0,3581.0,91.0,0
587,120000,1,1,3,57,-1,-1,0,3,1,1,352.0,32573.0,27974.0,56893.0,18441.0,45461.0,526.0,716.0,6424.0,6989.0,575.0,5375.0,0
588,10000,2,1,3,59,-1,0,0,1,-1,0,27822.0,51336.0,54476.0,59461.0,48200.0,12600.0,3941.0,865.0,3299.0,7921.0,5611.0,282.0,0
589,180000,2,2,3,65,0,-1,-1,2,-1,2,7149.0,9908.0,58722.0,38585.0,59214.0,13351.0,3115.0,131.0,6884.0,3521.0,3348.0,840.0,0
590,180000,1,4,3,41,0,0,0,-1,0,-1,26024.0,44968.0,34317.0,7900.0,59971.0,9265.0,6367.0,7191.0,5078.0,356.0,486.0,6340.0,1
591,180000,1,3,2,43,-1,2,-1,-1,0,0,37022.0,352.0,5488.0,6798.0,46283.0,6144.0,2452.0,5372.0,1257.0,95.0,28.0,4662.0,0
592,360000,1,4,1,52,1,-1,0,0,1,1,24698.0,17465.0,22576.0,47760.0,20944.0,7434.0,7647.0,5950.0,5882.0,6871.0,4320.0,3917.0,1
593,20000,1,2,2,30,0,1,0,0,3,-1,18545.0,10500.0,45883.0,18968.0,46864.0,49960.0,4920.0,7418.0,449.0,3558.0,5330.0,1747.0,1
594,360000,2,2,1,62,-1,3,0,0,-1,-1,18730.0,7433.0,34840.0,48269.0,14664.0,55576.0,1045.0,2657.0,1945.0,619.0,4378.0,1197.0,1
595,50000,2,2,2,58,2,1,0,2,-1,3,17992.0,35071.0,56179.0,56084.0,53794.0,35086.0,3226.0,5780.0,7107.0,6667.0,5763.0,3731.0,1
596,180000,2,1,2,51,-1,-1,3,0,-1,0,19541.0,54040.0,48955.0,38662.0,16042.0,830.0,7071.0,4018.0,7007.0,4231.0,6054.0,2868.0,0
597,120000,2,4,3,35,-1,1,1,-1,0,0,22439.0,40018.0,3793.0,45857.0,24172.0,51869.0,2036.0,4341.0,370.0,2798.0,6975.0,4272.0,1
598,180000,2,1,1,38,0,-1,0,0,0,0,41270.0,51245.0,51674.0,16731.0,5600.0,36111.0,5638.0,5294.0,3036.0,3616.0,7861.0,1322.0,0
599,120000,2,2,1,42,-1,-1,0,-1,1,1,5760.0,35486.0,21442.0,26072.0,4881.0,31252.0,6266.0,3759.0,753.0,1800.0,7078.0,1851.0,0
600,120000,2,3,3,53,-1,1,-1,-1,1,1,2450.0,3222.0,49130.0,57908.0,23642.0,56848.0,5540.0,192.0,2169.0,7452.0,6366.0,903.0,0
